accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Ky2009,fruits,NA,oral affections,NA
Acacia kamerunensis Gand.,Fabaceae,Sereme2008,bark,NA,colds,infections/infestations
Acacia macrostachya Rchb. ex DC.,Fabaceae,Kirstensen2003,bark,NA,for good health,NA
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,angina,circulatory system disorders
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,the fragile neck of infants,NA
Acacia seyal Delile,Fabaceae,Ky2009,bark,NA,stomach aches,skin/subcutaneous cellular tissue disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,snake bites,poisonings
Acacia tortilis (Forssk.) Hayne,Fabaceae,Krohmer2004,leaves,NA,inflammation of wounds,NA
Acacia macrostachya Reichenb. ex DC.,Fabaceae,Zerbo2011,bark,NA,genitourinary disorders,NA
Acacia macrostachya Reichenb. ex DC.,Fabaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,bilharzia,NA
Acacia seyal Delile,Fabaceae,Sereme2008,roots,NA,gastrointestinal pain,pain
Acacia seyal Delile,Fabaceae,Sereme2008,roots,NA,dysentery,NA
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,béchique,NA
Acacia polyacantha Willd.,Fabaceae,Nadembega2011,bark,maceration,sterility,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,cough,respiratory system disorders
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,astringent,skin/subcutaneous cellular tissue disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,dermatoses,NA
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,fractures,muscular-skeletal system disorders
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,antiseptics,NA
Acacia sieberiana DC.,Fabaceae,Sereme2008,leaves,NA,gonorrhea,infections/infestations
Acacia nilotica,Fabaceae,Sereme2008,fruits,NA,dysentery,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,dermatoses,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,light burns,injuries
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,local hemostatics,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,anti-inflammatory,inflammation
Acacia seyal Del.,Fabaceae,Zerbo2007,bark,NA,conjunctiva,NA
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,dermatoses,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nadembega2011,roots,NA,malaria,infections/infestations
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,astringent,skin/subcutaneous cellular tissue disorders
Acacia sieberiana DC.,Fabaceae,Ouoba2006,roots,NA,inflammation,inflammation
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,cholagogue,NA
Acacia nilotica (L) Willd. ex Del.,Fabaceae,Zerbo2007,seeds,NA,headaches,skin/subcutaneous cellular tissue disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Kirstensen2003,bark,NA,mother milk production,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nadembega2011,roots,NA,heart disorders,NA
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,tonic,nutritional disorders
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,lenitive,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nadembega2011,fruits,decoction,kids stomach ache,skin/subcutaneous cellular tissue disorders
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,gastritis,mental disorders
Acacia gerrardii Benth.,Fabaceae,Arbonnier2002,bark,NA,vomiting,digestive system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Ky2009,fruits,NA,intestinal worms,NA
Acacia nilotica (L.) Willd. ex Del.,Fabaceae,Zerbo2011,bark,NA,infections and infestations,infections/infestations
Acacia seyal Delile,Fabaceae,Arbonnier2002,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Acacia sieberiana,Fabaceae,Sereme2008,leaves,NA,bilharzia,NA
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,syphilis,infections/infestations
Acacia seyal Delile,Fabaceae,Ky2009,resin/latex/juice,powder,heart deseases,circulatory system disorders
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,gonorrhea,infections/infestations
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,bark,NA,gonorrhea,infections/infestations
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,bark,NA,syphilis,infections/infestations
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antispasmodic,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,enteralgia,NA
Acacia macrostachya Reichenb. ex DC.,Fabaceae,Zerbo2011,bark,NA,digestive disorders,NA
Acacia macrostachya Reichenb. ex DC.,Fabaceae,Zerbo2011,bark,NA,poisons,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,dysmenorrhea,genitourinary system disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,catarrh of the uterus,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,leaves,NA,oral sores,skin/subcutaneous cellular tissue disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,antispasmodic,NA
Acacia seyal Delile,Fabaceae,Zerbo2011,resin/latex/juice,NA,respiratory problems,mental disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,cough,respiratory system disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,hepatic,mental disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,placental retention,skin/subcutaneous cellular tissue disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,alexitères,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,fortifying,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Sereme2008,roots,NA,throat infections,infections/infestations
Acacia sieberiana DC.,Fabaceae,Sereme2008,bark,NA,bilharzia,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nadembega2011,roots,NA,premature born,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Arbonnier2002,roots,NA,tooth decay,NA
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,antispasmodic,NA
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,diuretic,NA
Acacia hockii De Wild.,Fabaceae,Arbonnier2002,leaves,NA,malaria,infections/infestations
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,anti-inflammatory,inflammation
Acacia hockii De Wild.,Fabaceae,Arbonnier2002,roots,NA,ankylostomes,NA
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,vermifuge,NA
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,astringent,skin/subcutaneous cellular tissue disorders
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,inflammation,inflammation
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nadembega2011,fruits,NA,mental disorders,mental disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nadembega2011,fruits,NA,fever,infections/infestations
Acacia polyacantha Willd.,Fabaceae,Kerharo & Adam1974,roots,NA,antiseptic,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,fortifying,NA
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,hydragogue,digestive system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Arbonnier2002,fruits,NA,hemorrhage,injuries
Acacia nilotica (L.) Willd. ex Del.,Fabaceae,Zerbo2011,bark,NA,sensory disorders,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nadembega2011,twigs,NA,conjuctivitis,mental disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antiseptics,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,bark,NA,hemorrhage,injuries
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nadembega2011,fruits,decoction,hemorrhoids,circulatory system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nadembega2011,bark,decoction,hemorrhoids,circulatory system disorders
Acacia polyacantha Willd.,Fabaceae,Kerharo & Adam1974,roots,NA,syphilis,infections/infestations
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,urinary incontinence,genitourinary system disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,infant malaria,infections/infestations
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,throat infections,infections/infestations
Acacia seyal Del.,Fabaceae,Zerbo2007,bark,NA,colic,digestive system disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,hepatic,mental disorders
Acacia seyal Delile,Fabaceae,Zerbo2011,bark,NA,sensory disorders,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,anemia,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,edema,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,joint pain,pain
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,general bread,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Legani 2009,fruits,NA,renal diseases,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,catarrh of the uterus,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Acacia nilotica,Fabaceae,Sereme2008,bark,NA,dysentery,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,dysmenorrhea,genitourinary system disorders
Acacia ehrenbergiana Hayne,Fabaceae,Krohmer2004,wood,NA,headache,skin/subcutaneous cellular tissue disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,antiseptics,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,blepharitis,mental disorders
Acacia gourmaensis A.Chev.,Fabaceae,Ky2009,resin/latex/juice,NA,heart deseases,circulatory system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Sereme2008,roots,NA,ocular affections,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Zerbo2007,roots,NA,ballooning,NA
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,ocular affections,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Zerbo2007,bark,NA,dysentery,NA
Acacia sieberiana DC.,Fabaceae,Sereme2008,bark,NA,colds,infections/infestations
Acacia macrostachya Rchb. ex DC.,Fabaceae,Ky2009,fruits,NA,intestinal worms,NA
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,resin/latex/juice,NA,jaundice,NA
Acacia senegal (L.) Willd.,Fabaceae,Nadembega2011,fruits,decoction,appendicitis,mental disorders
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antibacterial agents,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,antiseptics,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,bloody diarrhea,digestive system disorders
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,frigidity,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Acacia seyal Delile,Fabaceae,Arbonnier2002,bark,NA,conjunctivitis,mental disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Arbonnier2002,fruits,NA,dysentery,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Zerbo2011,bark,NA,genitourinary disorders,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,local hemostatics,NA
Acacia kamerunensis Gand.,Fabaceae,Sereme2008,bark,NA,snake antidote,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,bark,NA,vermifuge,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,colds,infections/infestations
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,peritonitis,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,fruits,NA,gingivitis,mental disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,béchique,NA
Acacia nilotica,Fabaceae,Legani 2009,fruits,NA,renal diseases,NA
Acacia dudgeonii Craib. ex Holl.,Fabaceae,Zerbo2011,bark,NA,digestive disorders,NA
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,diuretic,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,leaves,NA,gingivitis,mental disorders
Acacia seyal Delile,Fabaceae,Zerbo2011,bark,NA,digestive disorders,NA
Acacia seyal Delile,Fabaceae,Sereme2008,roots,NA,meadow,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,diarrhea with colic,digestive system disorders
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,enteralgia,NA
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,anticonvulsants,mental disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nadembega2011,bark,decoction,cough,respiratory system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nadembega2011,bark,NA,gastric ulcers,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,roots,NA,burnings,injuries
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,syphilis,infections/infestations
Acacia ehrenbergiana Hayne,Fabaceae,Arbonnier2002,wood,NA,paralysis,nervous system disorders
Acacia seyal DC.,Fabaceae,Zerbo2011,resin/latex/juice,NA,respiratory problems,mental disorders
Acacia dudgeonii Craib ex Holland,Fabaceae,Kirstensen2003,bark,NA,mother milk production,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,seeds,NA,healing,NA
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antiseptic,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Sereme2008,roots,NA,of the,NA
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,salpingitis,NA
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,hydragogue,digestive system disorders
Acacia amythethophylla Steud. ex A.Rich.,Fabaceae,Arbonnier2002,roots,NA,wounds,injuries
Acacia ehrenbergiana Hayne,Fabaceae,Arbonnier2002,bark,NA,flatulence,digestive system disorders
Acacia seyal DC.,Fabaceae,Zerbo2011,resin/latex/juice,NA,sensory disorders,NA
Acacia polyacantha Willd.,Fabaceae,Kerharo & Adam1974,roots,NA,reluctant,NA
Acacia sieberiana DC.,Fabaceae,Kirstensen2003,bark,NA,orchitis,mental disorders
Acacia seyal DC.,Fabaceae,Zerbo2011,resin/latex/juice,NA,digestive disorders,NA
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,seeds,NA,diarrhea,digestive system disorders
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,resin/latex/juice,NA,bone pain,pain
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,antiseptic,NA
Acacia nilotica (L.) Willd. ex Del.,Fabaceae,Zerbo2011,bark,NA,digestive disorders,NA
Acacia nilotica (L.) Willd. ex Del.,Fabaceae,Zerbo2011,roots,NA,sensory disorders,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Ky2009,fruits,NA,hemorrhoids,circulatory system disorders
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,teeth ache,skin/subcutaneous cellular tissue disorders
Acacia polyacantha Willd.,Fabaceae,Kerharo & Adam1974,roots,NA,decontracting,muscular-skeletal system disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,antivenoms,NA
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,of the,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,astringent,skin/subcutaneous cellular tissue disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,jaundice,NA
Acacia polyacantha Willd.,Fabaceae,Kerharo & Adam1974,roots,NA,analgesic,pain
Acacia seyal Del.,Fabaceae,Zerbo2007,resin/latex/juice,NA,cough,respiratory system disorders
Acacia senegal (L.) Willd.,Fabaceae,Nadembega2011,fruits,NA,chronic wounds,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,fruits,NA,oral sores,skin/subcutaneous cellular tissue disorders
Acacia seyal Delile,Fabaceae,Sereme2008,bark,NA,dysentery,NA
Acacia seyal Delile,Fabaceae,Sereme2008,bark,NA,gastrointestinal douleus,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,leaves,NA,toothache,skin/subcutaneous cellular tissue disorders
Acacia dudgeonii Craib ex Holland,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,antispasmodic,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,internal bleeding,injuries
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,anti-inflammatory,inflammation
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,emollient,skin/subcutaneous cellular tissue disorders
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,resin/latex/juice,NA,cough,respiratory system disorders
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,anti-inflammatory,inflammation
Acacia dudgeonii Craib ex Holland,Fabaceae,Zerbo2011,bark,NA,digestive disorders,NA
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,dysentery,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Tapsoba2006,fruits,NA,toothache,skin/subcutaneous cellular tissue disorders
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antiseptics,NA
Acacia seyal Del.,Fabaceae,Zerbo2007,bark,NA,dysentery,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Sereme2008,bark,NA,dysentery,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,infant malaria,infections/infestations
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nadembega2011,fruits,charred,kids stomach ache,skin/subcutaneous cellular tissue disorders
Acacia amythethophylla Steud. ex A.Rich.,Fabaceae,Arbonnier2002,roots,NA,diarrhea,digestive system disorders
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,infections of the mouth,NA
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,leaves,NA,edema,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,astringent,skin/subcutaneous cellular tissue disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,nausea,digestive system disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,antiseptics,NA
Acacia dudgeonii Craib ex Holland,Fabaceae,Zerbo2007,bark,NA,dysentery,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,healing,NA
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,resin/latex/juice,NA,ophthalmia,NA
Acacia gourmaensis A.Chev.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,diuretic,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,internal bleeding,injuries
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,flowers,NA,local hemostatics,NA
Acacia gerrardii Benth.,Fabaceae,Arbonnier2002,bark,NA,coughing,respiratory system disorders
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,snake bites,poisonings
Acacia senegal (L.) Willd.,Fabaceae,Nadembega2011,bark,NA,fertility regulation,NA
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,constipation,digestive system disorders
Acacia gourmaensis A.Chev.,Fabaceae,Nadembega2011,roots,decoction,cough,respiratory system disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,diuretics,NA
Acacia senegal (L.) Willd.,Fabaceae,Nadembega2011,bark,decoction,appendicitis,mental disorders
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,purifying,NA
Acacia tortilis (Forssk.) Hayne,Fabaceae,Arbonnier2002,resin/latex/juice,NA,angina,circulatory system disorders
Acacia seyal,Fabaceae,Sereme2008,roots,NA,dysentery,NA
Acacia seyal,Fabaceae,Sereme2008,roots,NA,gastrointestinal pain,pain
Acacia senegal (L.) Willd.,Fabaceae,Nadembega2011,fruits,NA,malaria,infections/infestations
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,constipation,digestive system disorders
Acacia senegal (L.) Willd.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,vaginitis,mental disorders
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,febrifuge,NA
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,béchiques,NA
Acacia erythrocalyx Brenan,Fabaceae,Nacoulma-Ouédraogo1996,twigs,NA,aphrodisiacs,genitourinary system disorders
Acacia gourmaensis A.Chev.,Fabaceae,Ky2009,roots,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Zerbo2011,fruits,NA,infections and infestations,infections/infestations
Acacia macrostachya Rchb. ex DC.,Fabaceae,Nadembega2011,fruits,NA,headache,skin/subcutaneous cellular tissue disorders
Acacia nilotica,Fabaceae,Sereme2008,roots,NA,scurvy,NA
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,tooth decay,NA
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,bark,NA,fortifying,NA
Acacia ataxacantha DC.,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,insomnia,mental disorders
Acacia seyal Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,antispasmodic,NA
Acacia sieberiana DC.,Fabaceae,Nacoulma-Ouédraogo1996,roots,NA,antiprotozoal,infections/infestations
Acacia nilotica (L.) Willd. ex Delile,Fabaceae,Nacoulma-Ouédraogo1996,leaves,NA,anti-inflammatory,inflammation
